BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,CREW MEMBER 7 NAME,CREW MEMBER 7 SPECIES,CREW MEMBER 7 HEALTH,CREW MEMBER 7 PILOT SKILL,CREW MEMBER 7 ENGINE SKILL,CREW MEMBER 7 SHIELD SKILL,CREW MEMBER 7 WEAPON SKILL,CREW MEMBER 7 REPAIR SKILL,CREW MEMBER 7 COMBAT SKILL,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,CREW MEMBER 7 PILOTED EVASIONS,CREW MEMBER 7 JUMPS SURVIVED,CREW MEMBER 7 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,ENEMY CREW MEMBER 5 NAME,ENEMY CREW MEMBER 5 SPECIES,ENEMY CREW MEMBER 5 HEALTH,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,ENEMY CREW MEMBER 6 NAME,ENEMY CREW MEMBER 6 SPECIES,ENEMY CREW MEMBER 6 HEALTH,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,ENEMY CREW MEMBER 7 NAME,ENEMY CREW MEMBER 7 SPECIES,ENEMY CREW MEMBER 7 HEALTH,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
32,3,HOSTILE,Mantis Homeworlds,26%,16,392,3,1548,"","There aren't so many parts of Mantis space that aren't dotted by the wrecks of battles past, but this is one of them. You take a deep breath and prepare to move on.","",14,27,5,12,5,3,27,13,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,32,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,32,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,HOSTILE,Mantis Homeworlds,36%,17,413,3,1625,"Solar Flares","The ship explodes, leaving behind a substantial collection of useful scrap material.","",35,27,4,12,7,3,34,13,4,4,0,2,1,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,2,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,11,0,0,1,2,1,2,1,22,33,0,Enzo Martin,Slug,100,0,10,0,0,4,0,4,0,0,33,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,HOSTILE,Mantis Homeworlds,46%,18,441,3,1712,"","KazaaakplethKilik fights to the last, and you pick the scraps from the corpse of his ship. You sense, though, that his death has left a great mystery unresolved.","",63,27,4,12,9,3,16,13,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,12,0,0,1,2,1,2,1,24,34,0,Enzo Martin,Slug,100,0,11,0,0,4,0,4,0,0,34,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3,HOSTILE,Mantis Homeworlds,55%,18,455,3,1748,"","Take this bit of scrap as a down-payment. We'll use your jump signatures to follow you. You're really helping us out here. Added a quest marker to the next sector!","",77,27,3,12,9,3,17,13,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,12,0,0,1,2,1,2,1,24,35,0,Enzo Martin,Slug,100,0,11,0,0,4,0,4,0,0,35,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIRCLE_SCOUT,9,16,4,6,2,100,16,5,4,0,2,1,0,1,1,0,3,0,0,LASER BURST 2 A,LASER BURST 1,,5,0,0,DEFENSE 1,DEFENSE 2 ENEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"NANO MEDBAY",Nazia,Engi,100,0,0,Teldarin,Engi,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,false,,0,1
36,3,HOSTILE,Mantis Homeworlds,65%,18,455,3,1763,"","","",77,27,2,12,9,3,17,13,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,12,0,0,1,2,1,2,1,24,36,0,Enzo Martin,Slug,100,0,11,0,0,4,0,4,0,0,36,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,HOSTILE,Mantis Homeworlds,75%,18,455,3,1778,"","Uncertain about what you'll discover at this beacon, you scan the surroundings. You detect several warnings on wide-band channels discouraging any violence in protected trade-space. Perhaps you can find some wares nearby.","System: teleporter, cloaking, clonebay, Drone: BOARDER, ANTI DRONE, SHIP REPAIR, Weapon: MISSILES BREACH, LASER CHAINGUN, LASER HULL 1, Augment: BACKUP DNA, CLOAK FIRE, SHIELD RECHARGE, ",62,27,6,12,9,3,17,13,4,4,0,2,2,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,12,0,0,1,2,1,2,1,24,37,0,Enzo Martin,Slug,100,0,11,0,0,4,0,4,0,0,37,0,Markus,Human,98,0,0,25,0,1,0,1,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,HOSTILE,Pirate Controlled Sector,0%,19,455,3,1823,"","A few Federation-friendly planets still exist in this sector, but they are constantly under attack by pirate raids. This is a dangerous sector, so be careful.","",2,27,5,11,9,3,28,14,4,4,0,3,3,0,1,0,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,16,0,0,1,2,1,2,1,32,39,1,Enzo Martin,Slug,100,0,15,0,0,4,0,4,0,0,39,1,Markus,Human,98,0,0,32,0,1,0,1,0,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,HOSTILE,Pirate Controlled Sector,0%,19,455,3,1838,"","You find what appears to be pieces of a derelict ship coated with ice or crystal. Before you have a chance to dock, a few asteroids get past your shields and partially damage your engines. You'll have to pull out!","",2,22,4,11,9,3,24,14,4,4,0,3,2,1,1,0,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,16,0,0,1,2,1,2,1,32,40,1,Enzo Martin,Slug,100,0,15,0,0,4,0,4,0,0,40,1,Markus,Human,98,0,0,32,0,1,0,1,0,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,HOSTILE,Pirate Controlled Sector,2%,19,474,3,1881,"","The cargo was primarily consumer goods and clothing, nothing particularly useful. You manage to collect some scrap.","",21,22,3,11,9,3,35,14,4,4,0,3,2,1,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,16,0,0,1,2,1,2,1,32,41,1,Enzo Martin,Slug,100,0,15,0,0,4,0,4,0,0,41,1,Markus,Human,98,0,0,32,0,1,0,1,0,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,HOSTILE,Pirate Controlled Sector,12%,19,474,3,1896,"","Your search is hopeless. Your sensors can't pick up anything in the nebula.","",21,22,2,11,9,3,37,14,4,4,0,3,3,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,16,0,0,1,2,1,2,1,32,42,1,Enzo Martin,Slug,100,0,15,0,0,5,0,5,0,0,42,1,Markus,Human,98,0,0,32,0,1,0,1,0,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,HOSTILE,Pirate Controlled Sector,17%,19,474,3,1911,"","The ship you were escorting thanks you, I don't think we could have made it without your help. Let my friends patch up some of your hull and show you their wares.","System: teleporter, clonebay, hacking, Crew: Human, Human, Mantis, Weapon: BEAM LONG, LASER BURST 2 A, LASER CHAINGUN, Augment: ADV SCANNERS, SHIELD RECHARGE, FTL BOOSTER, ",9,27,5,11,9,3,38,14,4,4,0,3,3,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,16,0,0,1,2,1,2,1,32,43,1,Enzo Martin,Slug,100,0,15,0,0,5,0,5,0,0,43,1,Markus,Human,98,0,0,32,0,1,0,1,0,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4,HOSTILE,Pirate Controlled Sector,26%,20,534,3,2046,"","The refugee ship thanks you for your assistance. As a gesture of good will (and seeing how effectively you dispatched the enemy ship), they offer up what supplies they can spare.","",69,11,5,11,11,2,94,14,4,4,0,3,2,1,1,1,0,5,3,2,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,1,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,43,16,0,0,1,5,1,5,1,32,44,1,Enzo Martin,Slug,41,0,15,0,0,7,0,7,0,0,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,HOSTILE,Pirate Controlled Sector,36%,20,534,4,2061,"","","",69,11,4,11,11,3,100,14,4,4,0,3,3,0,1,1,0,5,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,21,0,0,1,8,1,8,1,42,45,1,Enzo Martin,Slug,100,0,20,0,0,10,0,10,0,0,45,1,Craig Dolan,Zoltan,70,0,0,0,65,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REBEL_FAT_P,1,16,2,10,3,85,16,6,4,2,3,1,2,1,1,0,2,0,1,BEAM 1,LASER HEAVY 1,,4,0,0,BATTLE,COMBAT 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"",GM Faux,Human,100,1,0,Nick Lanng,Human,70,1,0,Narthollis,Human,55,1,0,,,,,,,,,,,,,,,,,,,,,true,1,false,,0,2
45,4,HOSTILE,Pirate Controlled Sector,46%,21,605,4,2213,"","Apparently the ship that was being assaulted was a science vessel. They thank you for saving them and offer a small reward.","",140,10,9,11,12,3,78,14,4,4,0,3,3,0,1,1,0,5,4,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,2,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,1,8,1,46,46,1,Enzo Martin,Slug,100,0,22,0,0,10,0,10,0,0,46,1,Craig Dolan,Zoltan,70,0,0,0,71,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,HOSTILE,Pirate Controlled Sector,56%,21,605,4,2228,"","You let their team on board and after a short time they finish their work.","",23,10,8,11,12,3,74,15,4,4,0,3,3,0,2,1,0,6,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,2,8,2,46,47,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,47,1,Craig Dolan,Zoltan,70,0,0,0,71,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,HOSTILE,Pirate Controlled Sector,66%,21,605,4,2243,"","There appear to be a number of small stations nearby. Before you have time to scan them, warnings go off. A Rebel teleporter was used in one of the stations. You've been boarded!","",23,10,7,11,12,3,74,15,4,4,0,3,3,0,2,1,0,6,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,2,8,2,46,48,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,48,1,Craig Dolan,Zoltan,70,0,0,0,71,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4,HOSTILE,Pirate Controlled Sector,71%,21,624,5,2286,"","Human corpses are scattered across the station. You find the source of the signal, a lone survivor that locked themselves in a storage closet. You quickly retreat with them in tow back to the ship, and hope they can recover enough to be of some use.","",42,10,6,11,12,4,39,15,4,4,0,3,3,0,2,2,0,6,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,2,8,2,46,49,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,49,1,Craig Dolan,Zoltan,70,0,0,0,71,0,0,0,0,0,4,0,Ma Fan,Human,100,0,0,50,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5,HOSTILE,Rebel Stronghold,0%,21,624,5,2301,"","This sector was hit hard by the rebellion. The many alien settlements and stations located here are now watched over by almost an equal number of Rebel bases, heavy-handedly 'keeping the peace'.","",42,10,5,11,12,4,55,15,4,4,0,3,3,0,2,2,0,6,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,2,8,2,46,50,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,50,1,Craig Dolan,Zoltan,70,0,0,0,71,0,0,0,0,0,5,0,Ma Fan,Human,100,0,0,50,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,HOSTILE,Rebel Stronghold,0%,22,713,5,2480,"","The outpost hails you, The pompous bastards expected free service just because they defeated the Federation. Take this for the help.","",131,10,10,10,13,4,62,15,4,4,0,3,3,0,2,1,0,6,5,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,2,0,DEFENSE 1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,2,8,2,46,51,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,51,1,Craig Dolan,Zoltan,70,0,0,0,77,0,0,0,0,0,6,0,Ma Fan,Human,96,0,0,50,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,HOSTILE,Rebel Stronghold,0%,23,758,5,2592,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",176,10,9,11,14,4,90,15,4,4,0,3,3,0,2,1,0,6,6,0,BEAM 2,SHOTGUN,LASER BURST 2,,2,0,0,DEFENSE 1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,"WEAPON PREIGNITE","",O. Williams,Slug,100,23,0,0,1,8,3,8,3,46,52,1,Enzo Martin,Slug,100,0,22,0,0,10,1,10,1,0,52,1,Craig Dolan,Zoltan,30,0,0,0,80,0,0,0,0,0,7,0,Ma Fan,Human,73,0,0,50,0,0,1,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
