BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,DRONE SLOT 3,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
33,3,CIVILIAN,Civilian Sector,16%,12,354,5,1386,"","Now that their ship has been emptied of hostiles, you search it. Eventually you find a prisoner who offers to join your crew.","",19,21,10,1,10,5,93,10,4,4,0,2,1,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,,2,2,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","",Hutz,Rock,150,0,0,0,0,0,0,0,0,0,0,0,GM Faux,Crystal,125,0,0,9,0,3,6,3,4,0,32,0,Nikola,Crystal,61,0,0,0,0,8,11,8,10,0,32,1,Stelly,Crystal,63,0,2,0,0,3,5,3,3,0,32,0,Ferry,Mantis,54,4,0,0,0,1,16,1,17,8,28,2,,,,,,,,,,,,,,,REBEL_FAT_DLC,11,16,0,8,0,100,15,4,4,0,3,3,0,1,1,0,3,0,0,LASER BURST 2 A,MISSILES 1,,,3,0,0,REPAIR,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,1,false,3,0,2
34,3,CIVILIAN,Civilian Sector,26%,12,370,5,1425,"","Most of the debris is hardly even usable as scrap. However, you eventually find an intact weapon that can be mounted on your ship.","",35,21,9,1,10,5,95,10,4,0,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","",GM Faux,Crystal,125,0,0,9,0,3,6,3,4,0,33,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,33,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,33,0,Ferry,Mantis,100,4,0,0,0,1,16,1,17,8,29,2,Hutz,Rock,150,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
35,3,CIVILIAN,Civilian Sector,31%,13,392,5,1503,"","Searching the remains you find that the cargo was military-grade Drone Schematics! You bring them aboard to install on your ship.","",57,21,8,1,9,5,64,10,4,4,0,2,1,0,1,0,0,4,3,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,34,0,Nikola,Crystal,56,0,0,0,0,8,11,8,10,0,34,1,Stelly,Crystal,100,0,2,0,0,3,5,3,3,0,34,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,30,2,Hutz,Rock,101,0,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,,REBEL_SKINNY,8,16,0,10,0,99,14,4,4,0,2,2,0,1,1,0,5,0,1,LASER CHAINGUN,SHOTGUN 2,,,0,0,0,,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,1,true,15,0,2
36,3,CIVILIAN,Civilian Sector,40%,13,392,5,1518,"","Without active sensors you have no other option but to look out of the view-ports in apprehension. It's eerily quiet.","",7,21,7,1,9,5,63,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,35,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,35,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,35,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,31,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,,
37,3,CIVILIAN,Civilian Sector,45%,13,392,5,1533,"","You cycle through wide-band comm channels as soon as you arrive. Nothing but static.","",7,21,6,1,9,5,64,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,36,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,36,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,36,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,32,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,4,0,,,,,,,,,,,,,,,
38,3,CIVILIAN,Civilian Sector,50%,13,427,5,1601,"","You use your ion weaponry to disable the gun long enough for their repair crews to fix it. They message you, I've never seen a weapon like that before! Thanks for your help. Please accept this reward.","",42,21,5,2,10,5,65,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,37,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,37,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,37,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,33,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,5,0,,,,,,,,,,,,,,,
39,3,CIVILIAN,Civilian Sector,60%,13,427,5,1616,"","Thank you for your business.","",30,21,10,2,10,5,65,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,38,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,38,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,38,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,34,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,6,0,,,,,,,,,,,,,,,
40,3,CIVILIAN,Civilian Sector,70%,13,427,5,1631,"","The asteroid field proved more dangerous than expected. Some asteroids managed to get through your ship's defenses.","",30,16,9,2,10,5,66,12,4,4,0,2,1,1,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,6,3,4,2,39,0,Nikola,Crystal,125,0,0,0,0,8,11,8,10,0,39,1,Stelly,Crystal,125,0,2,0,0,3,5,3,3,0,39,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,35,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,7,0,,,,,,,,,,,,,,,
41,3,CIVILIAN,Civilian Sector,80%,14,466,5,1734,"Solar Flares","There are no more life-signs remaining on the ship. You strip it of useful materials.","",69,15,10,2,11,5,17,12,4,4,0,2,1,1,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,2,0,0,DEFENSE 1,COMBAT 1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,94,1,0,9,0,3,7,3,4,2,40,0,Stelly,Crystal,111,0,2,0,0,3,7,3,4,0,40,0,Hutz,Rock,56,0,0,0,0,0,1,0,0,0,8,0,Nikola,Crystal,109,0,0,0,0,8,13,8,11,0,40,1,Ferry,Mantis,84,4,0,0,0,1,16,1,19,8,36,2,,,,,,,,,,,,,,,ROCK_SCOUT_P,7,16,0,6,0,99,17,5,4,0,2,2,0,1,1,0,3,0,3,ION 2,BEAM 1,,,0,0,0,,,,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"ROCK ARMOR",,,,,,,,,,,,,,,,,,,,,false,1,false,,1,1
42,3,CIVILIAN,Civilian Sector,90%,14,466,5,1749,"","","",51,15,9,2,11,5,44,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,122,1,0,9,0,3,7,3,4,2,41,0,Nikola,Crystal,125,0,0,0,0,8,13,8,11,0,41,1,Stelly,Crystal,125,0,2,0,0,5,7,5,4,0,41,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,37,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,9,0,,,,,,,,,,,,,,,
43,4,CIVILIAN,Engi Homeworlds,0%,14,466,5,1764,"","You have arrived in Engi space. The fall of the Federation has brought tough times for these robotic lifeforms, but they're usually willing to help.","",51,15,8,2,11,5,45,12,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,122,1,0,9,0,3,7,3,4,2,42,0,Nikola,Crystal,125,0,0,0,0,8,13,8,11,0,42,1,Stelly,Crystal,125,0,2,0,0,5,7,5,4,0,42,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,38,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,10,0,,,,,,,,,,,,,,,
44,4,CIVILIAN,Engi Homeworlds,3%,14,466,5,1779,"","Slightly shocked at your question, their leader quickly responds, Declined offer with apologetic gratitude. Topic of discussion private matter, no concern of Federation.","",1,15,7,2,11,5,50,14,4,4,0,2,2,0,1,1,0,4,0,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,122,1,0,9,0,3,7,3,4,2,43,0,Nikola,Crystal,125,0,0,0,0,8,13,8,11,0,43,1,Stelly,Crystal,125,0,2,0,0,5,7,5,4,0,43,0,Ferry,Mantis,100,4,0,0,0,1,16,1,19,8,39,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,11,0,,,,,,,,,,,,,,,
45,4,CIVILIAN,Engi Homeworlds,13%,15,534,6,1926,"","They thank you for the assistance and when you tell them of your mission, one of the Engi asks if he can assist your crew. You welcome him aboard.","",69,15,10,1,13,6,76,14,4,4,0,2,2,0,1,1,0,4,3,0,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,3,2,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,122,1,0,9,0,3,7,3,4,2,44,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,0,0,Nikola,Crystal,61,0,0,0,0,8,14,8,12,0,44,1,Stelly,Crystal,99,0,2,0,0,5,8,5,4,0,44,1,Ferry,Mantis,77,4,0,0,0,1,16,1,20,8,40,2,Hutz,Rock,77,0,0,0,0,0,1,0,0,0,12,0,MANTIS_SCOUT_DLC,9,16,0,4,2,100,18,4,4,0,4,4,0,2,2,0,3,0,0,MISSILES 2,LASER BURST 1,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",Nick Breckon,Mantis,0,0,0,Hector,Mantis,0,0,0,,,,,,,,,,,false,1,false,,0,1
46,4,CIVILIAN,Engi Homeworlds,23%,15,534,6,1941,"","This system appears quite peaceful. You're not sure how long it'll last between the combined threats of the Rebels and Mantis.","",14,15,9,1,13,6,96,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,45,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,45,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,45,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,41,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,13,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,1,0,
47,4,CIVILIAN,Engi Homeworlds,33%,15,534,6,1956,"","You're able to safely refuel and get clear before the station explodes.","",14,15,13,1,13,6,96,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,46,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,46,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,46,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,42,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,14,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,2,0,
48,4,CIVILIAN,Engi Homeworlds,43%,15,561,6,2012,"","You find a pirate ship, damaged and abandoned. You salvage what you can and move on.","",41,15,13,1,14,6,96,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,47,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,47,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,47,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,43,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,15,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,3,0,
49,4,CIVILIAN,Engi Homeworlds,53%,15,561,6,2027,"","An Engi ship hails: Engine upgrade necessary for travel home. Sale of equipment necessary for engine upgrade.","Drone: ANTI DRONE, DEFENSE 1, BATTLE, Weapon: BOMB 1, LASER BURST 2 A, BEAM LONG, ",41,15,12,1,14,6,96,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,"ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,48,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,48,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,48,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,44,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,16,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,4,0,
50,4,CIVILIAN,Engi Homeworlds,62%,15,561,6,2042,"","A message arrives: Your scrap, ours. Our weapons for you. You're about to raise the shields when you realize it's just an Engi trader looking for a trade.","System: battery, clonebay, hacking, Crew: Engi, Engi, Engi, ",4,24,11,1,14,6,97,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,49,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,49,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,49,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,45,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,17,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,5,0,
51,4,CIVILIAN,Engi Homeworlds,72%,15,610,6,2130,"","Your crew-member is able to remotely fix the glitch in the defense AI, allowing the repair crew to close in and finish the job. The station gives you its thanks along with a reward.","",53,24,10,2,16,6,97,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,50,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,50,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,50,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,46,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,18,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,6,0,
